Species,Length1,Length2,Length3,Height,Width,Weight
Pike,45.25833922083759,46.02368383463353,50.562228312249296,12.771024175429414,5.208195566139675,1143.6335669924267
Pike,50.58657074196272,53.23897589070158,57.00991808982916,16.516665320492844,5.806393500922314,1601.747233777527
Pike,57.33949884824389,58.660868576443164,62.74913718874809,15.887079459325385,5.198273203445688,2226.975653493296
Pike,42.25202216939422,44.88803956312245,45.97754486121803,11.566652622812645,6.347785329943629,826.3067193161038
Pike,48.79863396395709,50.60373306773527,54.80337411238271,8.978517777452234,4.801108858149838,1393.6910671969915
Pike,43.88383257574207,45.93402607957814,50.4897948063619,12.468557312522526,4.185423775105271,1016.9141002061253
Pike,40.978028954486234,45.65043408041083,45.030224017291566,12.805599435761037,4.726991229640372,835.7603726498896
Pike,43.01719495992558,45.60277909977092,47.047961741035884,13.670326371817467,5.619007180663166,934.2701912935705
Pike,52.78210100845109,55.24676176591695,58.8550054478866,16.74077707709746,5.171541134569824,1756.4379402224308
Pike,36.669806343650535,38.177291596225736,41.442315683946845,10.520062153915529,3.5939583681464664,611.2633133517247
Pike,54.2424097438884,55.00293969870756,59.720589919154534,15.779859401246117,6.5135469312179035,1936.5691565821207
Pike,56.96602632889263,60.78876163024761,63.13572200994295,18.986266738760794,4.642031033904109,2264.9289310024387
Pike,45.28943626614566,48.91523967359794,50.35757784040656,13.340980101664245,4.282038649218315,1038.9161281042711
Pike,47.06483781404786,49.023152909715385,50.9240271665925,9.783756908999838,4.388104147656416,1193.3362316615
Pike,33.56442561343012,36.31398268631581,37.38359409877694,11.438769246439298,3.400523211225406,504.9203100737731
Pike,60.0,62.231583344996736,66.02389961403907,15.413566892528735,6.429280320071046,2613.2869488150545
Pike,52.92897416246312,52.69998443201921,62.213701805589125,18.790397425018924,7.774428361922992,1807.1214248221977
Smelt,10.436027714693113,10.992516510203645,12.38763188322028,2.7194687447868673,0.9078448307690081,64.74844833750512
Smelt,10.061172321849815,10.652529434927148,11.434946165872553,2.2608939662545033,1.183358103901279,4.0
Smelt,11.395611400155937,11.655135214254924,13.052125154705106,3.3402132973701657,1.2249306366194508,47.96057726870252
Smelt,9.139220735183486,9.837490870368043,10.171089456273979,3.282613882073593,1.2769429322660637,46.21537852595779
Smelt,7.970279859573866,8.484560642436739,8.519246556929923,2.4525402678143005,0.7583319208376859,20.172599904336913
Smelt,8.801071578514254,8.998682328334706,9.911405784584494,1.8249933786769954,0.7727304529112206,125.53911107187629
Smelt,11.230721842578513,11.821952849681457,12.328220438492316,2.750653828720272,1.3477362916067483,44.231087608119395
Smelt,12.261638753469413,12.423136558418225,13.316827298003378,3.7387781597068117,1.1389070622137794,34.32039823132996
Smelt,14.269493514416775,14.874127749541948,16.009506746742435,4.890218362425481,1.2002648367636302,73.6678314954099
Smelt,11.736206343837042,11.862051809405774,13.189660869294453,3.5870890652665186,1.5045984963037877,10.051315976154541
Smelt,11.935583673598627,12.627360124447334,13.292453742627611,3.6519512140768557,1.4156524555861714,4.0
Smelt,14.342519038894125,15.979133484514472,15.674947557609546,4.918334531820557,0.6851643723044795,67.88295008101296
Smelt,9.462222257784372,10.188646525927243,10.271191408987695,3.3141446040837153,0.8665531746628273,55.62627359494295
Smelt,9.100603083754905,9.63089054360429,10.194688692364013,2.4839074936843413,0.7993902428456183,5.344166003738014
Smelt,9.934895320792362,10.108042784102995,11.552166985300596,3.154546154775836,1.2208689506885588,50.050916450202024
Smelt,10.809476353979536,11.344615158006995,11.499652185507037,2.828890457181332,1.5073950832526946,9.582476074658269
Smelt,15.006006830660851,16.05063352528041,16.461568938455407,3.855601499885589,2.268342594305704,117.92170277389447
Smelt,10.309295869544949,10.698888533596318,11.487828387437437,3.3354038721350787,1.279615791465253,27.240026036530388
Smelt,13.588084532697875,14.175524112287725,15.143161593754527,3.302751966705944,1.1968352876725163,63.86028771771342
Smelt,10.064131595699909,10.0403946671158,11.063029668448914,3.087620771266348,0.8793490168912956,45.16433316641405
Smelt,11.973004036857175,12.195875375271108,14.217915105532189,3.742377461540464,1.0888882797818453,4.0
Smelt,12.34900751930608,12.272334797116171,14.003687703503537,4.130144142456755,1.4792643795535108,27.523118073158596
Perch,35.94496320699752,37.336701496268326,39.9079233792773,10.272182108033793,4.827989507770344,769.1079946516346
Perch,27.177353890878454,26.97874758783085,30.553039394588485,6.822545892421729,3.346437596083803,314.6274056212097
Perch,33.81666881792756,34.93897190518678,38.38009957123417,11.246378292932102,2.765317137199161,619.0346182289592
Perch,31.29668148044966,31.39196129888153,33.65493220707528,10.52154073256523,3.8423065948251685,497.4368308857636
Perch,18.117236891361664,18.55928088143697,20.11346605462378,5.117168067878091,2.2502740835547037,62.20562151183675
Perch,30.437821461431124,31.083722026351328,34.04714842010298,10.82574018437276,3.2375813180266877,444.7049271739012
Perch,21.71092009407943,22.86159747540716,24.398190757465404,7.311007354256756,2.5898068032419066,145.83522539032654
Perch,28.269582470704847,28.942933181025328,31.355518197329637,8.340985290666717,3.168868127731096,312.9731083037942
Perch,24.980177439522734,25.26260755147229,28.682841350489426,8.215065889757676,2.0556795864165864,254.73184072986948
Perch,27.105762087406678,28.223065021659636,30.259797651626076,6.337682527967131,2.6761525921981204,313.61043518153514
Perch,26.65553198685201,29.69904994750331,29.50393240496237,7.716461943600772,2.9431525334392306,251.79429020616024
Perch,28.179366586567998,29.653693532749443,30.34100205270519,8.7374709013571,2.7692195365731944,330.1999979624234
Perch,24.821197541352664,24.60716048292901,27.124382025270513,7.43601061607832,2.9979268504094305,241.62606624644016
Perch,20.434266518208453,21.298285509976864,23.050597146401213,7.805848039589981,2.6572594244188523,35.333412312461334
Perch,22.09162135362488,24.395278883302964,24.834763386415627,6.901893422235068,2.5508841388422643,178.94554243939794
Perch,31.452926032702226,32.844043183698744,32.982962666663234,9.896928614390076,3.2253855030336602,507.1906317462898
Perch,35.38103954135726,37.92906339211087,40.77136285481513,8.734881637803817,4.856289440339656,731.3613745769843
Perch,28.130298785829964,30.036206886776977,30.814174060808377,8.228126420750941,3.171706228004465,335.323524711234
Perch,31.0935652487237,33.26107808703271,33.84325198391068,8.35356993564918,3.6401386373457942,431.1889279752185
Perch,31.747509717463657,33.85141301795198,36.79583603089593,12.506951832327651,3.00747645408911,533.9653286380739
Perch,20.362096906621737,21.32046426416205,23.634637878619362,5.770106028602159,2.151195236153532,86.9546573453577
Perch,17.898914548892904,18.53239454387922,19.601113332208953,5.454914474576153,2.326179848988599,110.68187236109927
Parkki,16.689090852817948,17.462237987491246,18.424620482324283,4.977034342686944,1.510928134701239,37.30810598203865
Parkki,15.538367944062628,16.22585802434615,17.807533570667427,4.5188024491353325,1.4595978351828989,13.061045502886515
Parkki,20.00663299404825,20.73772114707311,22.27239990165361,6.334372368900615,2.363027766906015,169.4863401532161
Parkki,22.83807612066027,23.972315889139022,26.26230124769144,6.20480641082829,2.652778331191361,163.77822835395358
Parkki,18.463265074889133,19.72253533027521,22.112377053503167,5.581309672787402,1.7967941579652746,144.10517845695261
Parkki,18.159571518217707,18.500488090354768,21.328972090410787,6.237233409357409,1.609659621073941,120.62269253010192
Parkki,13.22527693327415,14.382795689534307,15.250713664817074,3.797961260345588,1.8557764626205504,4.0
Parkki,21.842731625067085,22.992913835877737,25.338997681591326,4.4744063781256544,2.298434386748632,134.9864753713059
Parkki,19.24918242944139,20.16495194901818,21.312543674910323,5.2704954807420705,2.091032258991074,108.71236984757107
Parkki,18.070839696347182,17.777581956767232,19.75193437688657,5.976444167176582,1.7950319555306617,80.8014513850845
Parkki,23.47465510885035,24.40740509238707,25.59658139461567,8.094903017245473,3.238738921633612,204.63967486715038
Parkki,13.639394374025954,13.852204144056493,15.369569938494918,4.290175617307786,1.8046171606800792,16.623356781795373
Parkki,17.274221856450147,18.21323896044955,20.23794356159564,6.168566513540949,1.5472023918299358,74.34658099291691
Parkki,19.016587663378132,20.23154310316123,20.813116830902942,4.9141759899894675,2.062698607598684,138.20667903680004
Parkki,17.989226023565255,19.225931577121507,20.443016550139617,6.316998961868828,1.6470535894544236,133.9751302039227
Parkki,10.666938022087399,11.049240239201396,11.481334846063545,3.2895854465912095,1.5689675001867456,4.0
Parkki,20.19472888585753,20.96485687974594,21.758362765681426,6.604457362923484,2.400457311604587,115.42031268528392
Parkki,18.89569001574998,19.858010653502095,21.73036090879827,3.5067273679268456,1.9726282854153294,96.76221950137945
Parkki,22.45681702413043,22.177192183621898,24.611876908423355,7.5387387542216775,2.318667283164218,122.63262462733333
Parkki,25.976343938358873,26.733708772349544,28.443060029845707,8.03495939320599,3.140108098407489,295.75074452576933
Parkki,18.35740386135228,18.842599067530287,21.82953824246866,6.908493983931317,1.9289849076777923,112.55973092242849
Parkki,20.314896503295742,21.392000283631795,22.801701382425403,6.247397373034394,2.861418205692451,144.0063896958863
Whitefish,27.444187491167852,27.53012073689393,29.67661761771524,6.877043407510798,2.893846377149933,341.8913686503625
Whitefish,32.38647882068866,34.6094934272903,35.52652534747164,10.858410648038783,4.57127285862756,594.9436791844598
Whitefish,32.85560992517887,34.58481079156615,36.21354978522074,7.136689463086675,4.446280399052056,612.3802054006937
Whitefish,33.84654275356233,35.30085049703856,38.1662715742688,11.797142228787134,4.115037777514114,592.965451677688
Whitefish,27.142782534898334,26.655848696648356,30.217131360773784,8.075560542973129,4.055871865858949,378.478401235201
Whitefish,29.760847805960218,29.852177504060442,33.49408975688161,9.166035969791862,2.115519511278875,460.1968803277828
Whitefish,26.0405214167934,26.98400722403566,30.300804511198198,7.701613283217757,3.0161347821204103,283.8632727555557
Whitefish,26.37239571056578,26.253583040801004,30.803580240421905,8.898828646608697,2.6998109419943144,353.73688103020504
Whitefish,32.946624109619165,35.04021295795618,37.64699626856439,10.373327275857234,4.562274210066147,547.44502025324
Whitefish,28.270839673817964,29.328909340223618,32.89880598557852,10.39002537527363,3.737333242809151,366.2220301704813
Whitefish,27.225392661728584,28.21700125968406,32.14059596686173,6.23325209820266,3.6315628986573723,374.00234650651095
Whitefish,31.04017301526825,32.232573395694025,35.167420687368704,8.188308537262195,3.043874867079483,521.5781917072861
Whitefish,31.354130820750072,31.863518374471425,33.58213689247447,7.718101131097803,3.801102524359192,516.138265362481
Whitefish,24.19837931946716,24.535248028137783,27.953599451779713,7.954280108938962,3.184624857971704,235.50172535228242
Whitefish,24.735596716998476,24.550912843877637,26.84252335293812,5.750948920917708,3.3627146760235296,249.11195251267867
Whitefish,31.58999035801962,32.872129546003904,37.43934779204078,12.548837768011385,2.8895984637154166,566.270268751149
Whitefish,30.651362958058535,32.18872698801273,36.18015138271303,9.307984842297857,2.9528062011607306,478.90071515360694
Whitefish,26.94367937956793,27.861379485916913,29.688218628581946,9.40000532952836,3.0959401956133257,356.2487765920615
Whitefish,34.027113022741304,35.14785514494959,36.800581824224714,8.892876472995663,4.692245885007509,596.7201628885084
Whitefish,27.500446282916403,27.95414255129557,30.137657213210566,8.466094909715341,3.3662112957393346,396.5937715494834
Whitefish,18.26592361438495,19.111035708518212,20.41622761458533,5.935876015616102,2.511858216547266,189.0577871390322
Whitefish,23.98869762981034,23.478092637813944,27.943096762487304,6.5188431388167265,1.7020145901435362,252.163717296574
